"i want one, excpecialy because, here in Italy our Minister of transport Matteo Salvini remake the codex of the road, and if you smoke cannabis the police can do the drug test and  you go in jail from 6months to 1 year... the THC limit is only 10mg/litres.. then if you smoke 1 months ago you're guilty... Thank you Matteo Salvini, you're instructed like a RAM... but if my car drive by it self, you REALLY SAVE LIFES.. Please Mr. Musk, do it for Italy, because our government lives in the BANANA REPUBBLIC !!","i want one, excpecialy because, here in Italy our Minister of transport Matteo Salvini remake the codex of the road, and if you smoke cannabis the police can do the drug test and  you go in jail from 6months to 1 year... the THC limit is only 10mg/litres.. then if you smoke 1 months ago you're guilty... Thank you Matteo Salvini, you're instructed like a RAM... but if my car drive by it self, you REALLY SAVE LIFES.. Please Mr. Musk, do it for Italy, because our government lives in the BANANA REPUBBLIC !!"
Drives through a quality check booth with no one checking it. Sounds like Tesla quality,Drives through a quality check booth with no one checking it. Sounds like Tesla quality
Love it,Love it
Honestly dope,Honestly dope
They drive by themselves so you have your hands free for saults out the window.,They drive by themselves so you have your hands free for saults out the window.
"Tesla is pioneering factory self driving , the is a segment they can easily dominate","Tesla is pioneering factory self driving , the is a segment they can easily dominate"
can't wait ...,can't wait ...
Pretty cool,Pretty cool
What so impressive about that?,What so impressive about that?
The is terrifying…people really trust technology that much…,The is terrifying…people really trust technology that much…
Real thing?,Real thing?
"That's save a lot of human labour, hope it can escapes all da obstacles on da way to da ro ro ships","That's save a lot of human labour, hope it can escapes all da obstacles on da way to da ro ro ships"
No comments calling Elon a Nazi? None?,No comments calling Elon a Nazi? None?
Does it come un brown?,Does it come un brown?
Elon hit the wrong emote,Elon hit the wrong emote
crazy how people don't understand how awesome this is,crazy how people don't understand how awesome this is
someone would have had to be employed to drive every single one of those cars just a few years ago! People have no idea what's coming,someone would have had to be employed to drive every single one of those cars just a few years ago! People have no idea what's coming
The new NA-Z model is rolling out as we speak.,The new NA-Z model is rolling out as we speak.
"Does anyone knows how long has this been happening and where, all their factories?","Does anyone knows how long has this been happening and where, all their factories?"
My heart goes out to you,My heart goes out to you
Good,Good
This is so cooool,This is so cooool
"Good thing There are no flashing yellow traffic signals, all bets are  off then.. prepare to be rear ended","Good thing There are no flashing yellow traffic signals, all bets are  off then.. prepare to be rear ended"
We need tesla food then,We need tesla food then
"Robots take over, people didn’t know this is actually robot taking over your parkinglot","Robots take over, people didn’t know this is actually robot taking over your parkinglot"
Oh nice and Tesla driving itself on a pre mapped route. FSD was probably good enough to do this 3 years ago. Do that shit on a congested Boston street without phantom breaking or disengaging 10 times and we’ll call that progress,Oh nice and Tesla driving itself on a pre mapped route. FSD was probably good enough to do this 3 years ago. Do that shit on a congested Boston street without phantom breaking or disengaging 10 times and we’ll call that progress
Going to be crazy when it drives away just when they believe you havent paid enough,Going to be crazy when it drives away just when they believe you havent paid enough
that is so smart,that is so smart
"So Tesla’s Model 3 can self-deport now—more efficient than ICE, but still not humane.","So Tesla’s Model 3 can self-deport now—more efficient than ICE, but still not humane."
Видео "Как прекрасен мир без людей!" ),The video "How beautiful is the world without people!")
"6250$ is fantastic for tesla model 3, here in EU they cost like gold its not worth buying them plus we dont have charging stations anywhere.","6250$ is fantastic for tesla model 3, here in EU they cost like gold its not worth buying them plus we dont have charging stations anywhere."
The prequel to the Cars movie series. When do we get a self driving Lightning McQueen?,The prequel to the Cars movie series. When do we get a self driving Lightning McQueen?
